WaterBodyID,WaterBodyType,WaterBodyTypeName,Latitude,Longitude,Temperature_C,Salinity_PSU,pH,DissolvedOxygen_mgL,Turbidity_NTU,Chlorophyll_μgL,Problem
SEA-OS-2729,OS,开阔大洋,29.363339907173078,124.84254357007623,22.0,26.7,7.6,4.7,0.8,0.19,初级生产力不足
SEA-AF-2730,AF,人工渔场/养殖区,21.88470043020833,113.09419450712112,22.0,26.6,7.24,4.5,37.0,18.66,鱼类缺氧危机
SEA-OS-2731,OS,开阔大洋,29.544712547303956,122.75305147557776,16.7,37.4,8.05,6.1,0.0,0.12,初级生产力不足
SEA-EM-2732,EM,河口混合区,30.574168852236067,121.9749670189917,15.5,12.8,7.79,8.1,58.7,13.52,水体浑浊
SEA-CM-2733,CM,海草/海藻床,39.1275840794856,118.3040184033759,24.2,35.4,7.86,6.7,14.6,9.51,海草覆盖率下降
SEA-AF-2734,AF,人工渔场/养殖区,23.26327636614515,114.90245958046535,13.4,32.7,7.93,4.7,33.6,35.74,鱼类缺氧危机
SEA-CM-2735,CM,海草/海藻床,39.01453032327649,118.53748536101446,20.1,30.1,7.45,6.8,8.1,8.23,酸化趋势
SEA-CM-2736,CM,海草/海藻床,38.696419819409535,117.9439985487022,19.5,34.6,8.21,9.6,17.5,4.54,沉积物增加
SEA-CM-2737,CM,海草/海藻床,38.71676412670324,117.69126753846265,21.2,30.6,7.84,9.6,8.7,5.46,底栖生物多样性降低
SEA-OS-2738,OS,开阔大洋,26.892538919521876,123.47740350762912,20.2,34.8,8.38,6.0,0.9,0.14,初级生产力不足
SEA-CM-2739,CM,海草/海藻床,39.515970062809096,118.15462930233907,21.4,31.5,8.45,5.7,6.2,10.17,海草缺氧胁迫
SEA-CM-2740,CM,海草/海藻床,38.70438955964929,119.2838143520143,26.1,32.9,7.89,7.4,10.1,1.36,热浪影响
SEA-EM-2741,EM,河口混合区,30.645118070160255,120.62725585914168,24.3,16.2,8.0,6.0,51.1,17.4,富营养化
SEA-CM-2742,CM,海草/海藻床,38.98824404765099,118.47172500463388,18.3,27.0,9.0,7.7,9.1,5.01,碱化趋势
SEA-OS-2743,OS,开阔大洋,27.671256837959508,123.08315388025207,22.2,37.6,8.13,6.5,1.1,0.24,异常升温
SEA-CM-2744,CM,海草/海藻床,38.15938621755232,117.70692413984341,26.2,34.9,7.56,6.2,14.1,3.56,热浪影响
SEA-CM-2745,CM,海草/海藻床,39.69417963919516,119.05196989932189,24.3,32.6,8.69,7.2,9.1,16.95,碱化趋势
SEA-OS-2746,OS,开阔大洋,29.487100959404238,123.92988379330046,17.2,39.4,8.21,5.4,1.1,0.17,初级生产力不足
SEA-CM-2747,CM,海草/海藻床,39.16842377770313,118.71636665561532,24.0,33.4,7.79,7.7,0.2,6.29,沉积物增加
SEA-EM-2748,EM,河口混合区,30.920451289299738,121.86460166494433,21.1,23.9,7.44,5.9,43.6,20.8,富营养化
SEA-EM-2749,EM,河口混合区,31.956357122479645,121.88310955153378,21.7,10.2,7.94,3.1,67.7,8.89,泥沙淤积严重
SEA-EM-2750,EM,河口混合区,30.3756563177059,121.47390571191029,24.8,21.6,8.26,6.1,75.1,16.85,泥沙淤积严重
SEA-CM-2751,CM,海草/海藻床,39.79500302720348,117.6916246952913,23.5,29.5,7.48,7.0,11.7,2.39,营养不足
SEA-OS-2752,OS,开阔大洋,26.864728250186204,124.00813239516623,19.0,30.5,8.61,7.4,1.5,0.45,碱化趋势
SEA-CB-2753,CB,珊瑚礁海域,18.59544420443115,112.53970916278747,31.3,35.3,8.18,5.0,2.6,0.56,高温胁迫
SEA-AF-2754,AF,人工渔场/养殖区,23.50820791887929,113.6352580659444,28.9,30.9,7.37,6.4,15.6,22.89,酸化趋势
SEA-EM-2755,EM,河口混合区,31.333130914718943,120.43596584261118,22.2,26.0,7.8,8.4,77.3,11.56,泥沙淤积严重
SEA-CM-2756,CM,海草/海藻床,39.6414287001829,119.0110939050431,23.4,29.2,8.15,6.8,10.1,4.55,海草覆盖率下降
SEA-CM-2757,CM,海草/海藻床,38.07566281031052,119.38610393853814,22.6,31.4,7.55,8.8,4.3,3.98,酸化趋势
SEA-EM-2758,EM,河口混合区,31.4460502065414,121.60723697605127,17.9,5.5,7.58,7.8,70.0,8.5,泥沙淤积严重
SEA-CM-2759,CM,海草/海藻床,38.03323762178264,117.60070780305723,25.1,25.0,7.8,7.1,6.2,4.53,热浪影响
SEA-CM-2760,CM,海草/海藻床,38.74818348790949,117.73118854636783,22.9,28.9,7.05,7.0,10.6,6.04,酸化趋势
SEA-AF-2761,AF,人工渔场/养殖区,23.23051388180355,115.12232960264657,31.1,28.1,8.23,4.1,34.5,15.08,鱼类缺氧危机
SEA-OS-2762,OS,开阔大洋,29.662457297068507,122.3682975701099,17.5,40.0,7.89,6.9,0.8,0.41,酸化风险
SEA-CB-2763,CB,珊瑚礁海域,18.32808313942605,111.68728698428977,26.1,30.6,8.02,6.4,2.7,0.56,轻微珊瑚应激
SEA-EM-2764,EM,河口混合区,31.298746956092597,121.8568992584752,24.8,20.3,8.31,7.9,50.5,11.12,水体浑浊
SEA-OS-2765,OS,开阔大洋,28.18633959937472,124.66614759694487,22.0,38.6,8.33,5.0,0.9,0.21,异常升温
SEA-AF-2766,AF,人工渔场/养殖区,22.59037508101145,114.24880411777308,32.7,32.4,8.15,5.5,35.1,25.45,温度过高警告
SEA-CB-2767,CB,珊瑚礁海域,19.572198500951856,115.88966686496916,31.5,31.6,7.42,5.9,3.5,0.53,珊瑚白化风险
SEA-EM-2768,EM,河口混合区,30.048129905216957,120.74845084383647,19.1,17.4,8.16,5.3,41.1,16.7,富营养化
SEA-OS-2769,OS,开阔大洋,29.50409063967866,124.49518763390192,18.6,31.6,8.33,6.4,1.6,0.44,海水层化异常
SEA-OS-2770,OS,开阔大洋,29.97302302698322,124.87144387410366,13.0,36.3,8.74,7.0,1.3,0.01,初级生产力不足
SEA-OS-2771,OS,开阔大洋,27.855387109559338,124.09683018057889,25.8,34.3,8.97,5.9,0.5,0.22,异常升温
SEA-EM-2772,EM,河口混合区,30.535471309679966,121.02489431821493,16.8,12.5,8.08,5.7,7.3,4.01,轻度富营养化
SEA-OS-2773,OS,开阔大洋,27.73722705180116,124.07553828365042,14.3,30.5,8.11,7.2,0.0,0.08,初级生产力不足
SEA-OS-2774,OS,开阔大洋,29.768044754557717,124.78905548814437,18.2,40.0,7.97,6.7,1.2,0.32,酸化风险
SEA-EM-2775,EM,河口混合区,31.043598083631792,120.94962225749896,20.1,12.2,7.91,7.1,57.2,23.29,富营养化
SEA-OS-2776,OS,开阔大洋,27.694177956580322,124.16805224801156,15.2,33.4,8.28,4.9,1.0,0.15,初级生产力不足
SEA-EM-2777,EM,河口混合区,30.142216463159357,120.9861146068159,24.1,9.4,8.49,9.5,51.7,11.52,低盐胁迫
SEA-CM-2778,CM,海草/海藻床,39.248726084630306,118.46640064188834,20.0,28.7,8.53,8.1,12.9,7.29,碱化趋势
SEA-CM-2779,CM,海草/海藻床,38.04716443536797,118.55849559452531,24.8,31.3,7.47,8.2,7.3,4.64,酸化趋势
SEA-AF-2780,AF,人工渔场/养殖区,22.059180527700786,114.94490738517744,22.3,27.4,8.03,4.4,16.2,18.1,鱼类缺氧危机
SEA-AF-2781,AF,人工渔场/养殖区,22.22732410115207,115.8929428967112,20.7,22.6,8.01,4.9,9.2,26.28,鱼类缺氧危机
SEA-EM-2782,EM,河口混合区,31.720894563948747,121.0954142546149,32.0,30.8,8.05,7.7,42.0,11.69,温度过高警告
SEA-EM-2783,EM,河口混合区,30.269150461257166,120.0358832424705,18.1,27.9,7.39,7.5,85.2,13.8,泥沙淤积严重
SEA-CM-2784,CM,海草/海藻床,39.72726079132714,119.34804984872176,24.5,32.0,8.45,7.5,9.6,7.26,碱化趋势
SEA-CB-2785,CB,珊瑚礁海域,16.01843953396439,115.54437218711725,34.1,34.3,7.86,5.6,3.6,0.57,珊瑚白化风险
SEA-EM-2786,EM,河口混合区,30.71389823088112,120.16040522733304,20.0,9.5,7.83,5.8,31.2,16.95,富营养化
SEA-OS-2787,OS,开阔大洋,29.41682833471317,124.13514006300059,19.2,37.3,8.12,4.3,0.8,0.24,高盐度胁迫
SEA-OS-2788,OS,开阔大洋,28.494673504359422,124.63842906292491,14.6,37.1,8.05,6.7,0.8,0.3,温度过低警告
SEA-EM-2789,EM,河口混合区,31.35356661850891,121.69195807927171,27.3,18.1,7.54,6.7,86.7,20.75,泥沙淤积严重
SEA-CM-2790,CM,海草/海藻床,39.15557912830481,117.87670712876202,21.1,30.1,8.37,7.3,13.6,3.08,底栖生物多样性降低
SEA-EM-2791,EM,河口混合区,30.24751415493373,121.8967196130169,21.4,16.2,8.17,3.7,31.9,18.01,富营养化
SEA-OS-2792,OS,开阔大洋,28.854076716204396,123.36532645695921,15.4,34.7,7.66,7.6,0.1,0.21,酸化风险
SEA-AF-2793,AF,人工渔场/养殖区,23.88861572758463,113.74291324856503,17.0,30.2,7.0,6.0,25.3,17.29,酸化趋势
SEA-CB-2794,CB,珊瑚礁海域,18.247844684782514,116.63382814418065,32.1,38.4,8.32,4.7,2.4,0.57,高温胁迫
SEA-CB-2795,CB,珊瑚礁海域,17.36652352648968,116.75144324643557,28.5,30.2,7.53,6.3,1.6,0.49,珊瑚白化风险
SEA-OS-2796,OS,开阔大洋,28.66823818528691,122.44333961534741,21.6,30.9,7.74,7.6,0.7,0.34,酸化风险
SEA-EM-2797,EM,河口混合区,30.06989033531088,121.08156645271376,24.9,23.1,7.86,6.7,36.4,13.41,藻类过度生长
SEA-CM-2798,CM,海草/海藻床,38.33374926931732,119.24883265473056,26.5,28.3,8.5,8.5,13.9,13.76,热浪影响
SEA-AF-2799,AF,人工渔场/养殖区,23.21533936107263,114.86913140643219,22.7,28.7,7.46,5.4,38.6,8.13,酸化趋势
SEA-OS-2800,OS,开阔大洋,26.080472471820578,124.94532253323847,20.2,38.6,8.91,5.9,1.0,0.43,高盐度胁迫
SEA-OS-2801,OS,开阔大洋,26.532430099665593,122.37851904934811,20.8,38.9,8.5,6.3,0.3,0.34,高盐度胁迫
SEA-OS-2802,OS,开阔大洋,26.267739232886168,123.24882439167664,20.2,36.0,7.84,7.1,2.0,0.32,酸化风险
SEA-EM-2803,EM,河口混合区,30.50651834794432,120.02775322403437,28.2,24.1,8.15,3.9,65.6,17.87,泥沙淤积严重
SEA-OS-2804,OS,开阔大洋,29.133516521232686,123.68719342171596,13.0,34.3,8.35,6.5,0.4,0.36,温度过低警告
SEA-CB-2805,CB,珊瑚礁海域,19.218892723371475,113.17400790460397,28.9,35.9,7.81,6.0,3.7,0.63,珊瑚白化风险
SEA-OS-2806,OS,开阔大洋,26.956161837383565,124.40847249413797,15.7,35.9,7.99,5.6,0.7,0.5,酸化风险
SEA-CB-2807,CB,珊瑚礁海域,17.81188100456688,113.66925377308674,33.2,30.6,7.83,5.4,3.8,0.48,珊瑚白化风险
SEA-OS-2808,OS,开阔大洋,28.00722484845062,122.65110371208611,16.5,32.9,8.4,4.4,0.5,0.54,碱化趋势
SEA-OS-2809,OS,开阔大洋,28.941053185679117,124.00329306906085,17.7,39.3,8.25,7.0,0.6,0.37,高盐度胁迫
SEA-CB-2810,CB,珊瑚礁海域,17.70382060678776,116.09043646366268,25.8,34.5,8.79,5.7,5.0,0.47,浑浊度过高
SEA-EM-2811,EM,河口混合区,31.987982846410553,121.15885143797178,24.4,12.6,8.04,6.1,59.4,26.23,富营养化
SEA-CM-2812,CM,海草/海藻床,39.648625121501155,119.49606455043919,20.7,36.3,7.22,9.0,8.3,5.13,高盐度胁迫
SEA-CM-2813,CM,海草/海藻床,39.27561996897156,118.7820045807529,19.1,29.6,7.89,7.4,10.0,4.43,海草覆盖率下降
SEA-AF-2814,AF,人工渔场/养殖区,22.24626610426258,115.52169682737512,22.3,32.6,7.29,7.2,34.1,14.95,酸化趋势
SEA-AF-2815,AF,人工渔场/养殖区,21.940200400598577,115.73071986540815,23.8,29.9,8.73,6.3,25.1,24.11,碱性过高
SEA-OS-2816,OS,开阔大洋,29.78714665193494,122.51967173882561,13.2,39.5,7.83,5.6,1.2,0.32,酸化风险
SEA-CM-2817,CM,海草/海藻床,38.08114735315281,118.16343224816197,22.6,32.2,7.85,9.0,7.9,7.99,海草覆盖率下降
SEA-EM-2818,EM,河口混合区,30.574495260573634,121.57219528898989,23.9,21.9,7.82,7.8,39.1,11.98,藻类过度生长
SEA-CB-2819,CB,珊瑚礁海域,19.15285083929905,111.88407026093581,30.6,29.5,8.38,5.9,2.9,0.13,高温胁迫
SEA-AF-2820,AF,人工渔场/养殖区,23.36624750017061,114.70032321491098,21.6,27.0,8.17,1.9,42.3,16.45,鱼类缺氧危机
SEA-EM-2821,EM,河口混合区,30.105467967078162,121.7844181851396,20.4,14.9,8.44,4.1,18.7,5.41,碱化趋势
SEA-CM-2822,CM,海草/海藻床,38.266615754984116,117.7101674883847,16.6,26.3,7.0,6.9,9.7,9.59,酸化趋势
SEA-CM-2823,CM,海草/海藻床,39.61203755556876,118.49047520050577,23.1,30.8,7.45,6.3,0.0,7.74,酸化趋势
SEA-EM-2824,EM,河口混合区,31.638822932257543,120.9215504208237,24.6,27.1,8.87,6.2,24.6,10.56,碱化趋势
SEA-EM-2825,EM,河口混合区,31.778801582181167,121.46414718546656,25.8,18.7,7.42,6.0,44.9,15.0,富营养化
SEA-CM-2826,CM,海草/海藻床,39.22714916833243,119.22446080070264,14.4,32.1,8.91,8.4,1.9,11.08,温度过低警告
SEA-EM-2827,EM,河口混合区,31.25064804968914,120.21924483871229,31.3,6.4,8.77,4.3,18.5,6.88,低盐胁迫
SEA-CM-2828,CM,海草/海藻床,39.24892522774199,119.13641372098982,21.6,32.9,7.6,7.5,1.6,6.27,酸化趋势
SEA-AF-2829,AF,人工渔场/养殖区,21.80239663750399,113.14280800478488,19.4,28.6,8.61,6.2,28.1,8.45,碱性过高
SEA-CB-2830,CB,珊瑚礁海域,19.74462992582778,115.96398337495485,28.8,36.5,7.76,6.1,1.3,0.6,珊瑚白化风险
SEA-CB-2831,CB,珊瑚礁海域,16.949883356630078,112.24101253095291,35.0,28.5,8.07,5.7,4.7,0.48,高温胁迫
SEA-AF-2832,AF,人工渔场/养殖区,23.6064417625152,113.93442534211668,21.8,32.8,8.2,3.0,48.9,14.33,鱼类缺氧危机
SEA-CM-2833,CM,海草/海藻床,39.37424878109247,118.83752940738114,24.2,33.3,8.15,7.8,13.6,7.22,底栖生物多样性降低
SEA-CM-2834,CM,海草/海藻床,38.18898061393714,118.19280796538713,21.0,27.3,7.17,6.8,17.4,10.18,酸化趋势
SEA-CM-2835,CM,海草/海藻床,39.088151985562284,118.35488665078282,23.9,30.8,8.38,6.9,6.1,8.49,海草覆盖率下降
SEA-OS-2836,OS,开阔大洋,28.069637208062428,122.0132579266968,17.9,33.3,8.55,6.1,0.8,0.37,碱化趋势
SEA-CB-2837,CB,珊瑚礁海域,19.072888094674187,110.34231524206906,23.1,31.6,7.76,5.1,1.5,0.37,珊瑚白化风险
SEA-CB-2838,CB,珊瑚礁海域,18.76993782513143,110.63326886783973,28.3,35.5,8.44,4.7,3.7,0.26,碱化趋势
SEA-EM-2839,EM,河口混合区,30.810931161968778,121.51915336268169,18.1,23.8,8.07,4.8,83.8,7.62,泥沙淤积严重
SEA-AF-2840,AF,人工渔场/养殖区,21.885152413232493,113.92886491629551,19.0,27.1,7.62,4.7,27.8,0.32,鱼类缺氧危机
SEA-AF-2841,AF,人工渔场/养殖区,22.966933244975174,115.26437177642516,26.6,34.7,7.84,4.9,9.7,20.02,鱼类缺氧危机
SEA-OS-2842,OS,开阔大洋,26.175911244835827,123.52162080233035,15.2,33.9,8.33,7.1,1.3,0.33,表层溶解氧波动
SEA-AF-2843,AF,人工渔场/养殖区,22.851757724403814,115.74818660595115,26.0,33.8,8.35,5.1,14.6,19.17,碱性过高
SEA-EM-2844,EM,河口混合区,31.481669887766344,120.28006635307095,18.2,22.6,7.4,8.4,65.8,14.04,泥沙淤积严重
SEA-OS-2845,OS,开阔大洋,28.76091695139732,124.7884402773384,17.0,35.5,8.8,6.1,1.2,0.28,碱化趋势
SEA-CB-2846,CB,珊瑚礁海域,19.409086274367787,112.06802728583305,26.3,34.4,7.94,6.2,4.4,0.02,浑浊度过高
SEA-OS-2847,OS,开阔大洋,27.312190706647225,124.5347208859875,19.1,30.7,8.18,6.8,2.0,0.2,初级生产力不足
SEA-CM-2848,CM,海草/海藻床,38.66051111461986,117.9601490330158,17.7,33.3,8.12,5.6,24.6,3.86,海草缺氧胁迫
SEA-AF-2849,AF,人工渔场/养殖区,23.902560960398553,114.65753975415622,24.7,29.3,7.51,4.3,17.9,22.42,鱼类缺氧危机
SEA-AF-2850,AF,人工渔场/养殖区,21.481156001115853,113.76232497346818,21.4,28.8,7.48,3.3,25.6,3.17,鱼类缺氧危机
SEA-OS-2851,OS,开阔大洋,28.77733636186446,123.10430856126409,19.3,40.0,8.52,5.7,2.2,0.22,高盐度胁迫
SEA-AF-2852,AF,人工渔场/养殖区,21.860483275441947,114.46672953671369,25.3,31.0,7.15,5.1,33.8,16.0,酸化趋势
SEA-AF-2853,AF,人工渔场/养殖区,21.52522794640677,115.5752400067058,25.0,23.4,7.25,5.9,44.2,8.53,盐度过低
SEA-CB-2854,CB,珊瑚礁海域,17.286018504376994,116.20681059022706,29.8,37.3,7.65,6.8,0.6,0.65,珊瑚白化风险
SEA-EM-2855,EM,河口混合区,31.6624451634775,121.69719483174532,26.7,32.4,8.38,5.4,37.2,5.41,轻度富营养化
SEA-AF-2856,AF,人工渔场/养殖区,23.404191088560943,114.32988873934396,19.8,28.5,7.51,6.3,39.3,13.9,酸化趋势
SEA-EM-2857,EM,河口混合区,30.44989672171678,120.83001147827727,23.6,14.4,7.28,8.5,75.6,11.87,泥沙淤积严重
SEA-OS-2858,OS,开阔大洋,29.85151894583909,122.74731642677659,19.8,34.7,7.92,6.2,0.5,0.38,酸化风险
SEA-OS-2859,OS,开阔大洋,29.459187003126402,123.87634429223807,16.4,31.4,8.68,6.4,0.8,0.25,碱化趋势
SEA-AF-2860,AF,人工渔场/养殖区,23.052876027856787,113.20399180684842,22.8,34.3,7.94,5.1,35.7,16.24,藻类过度生长
SEA-CB-2861,CB,珊瑚礁海域,17.06884506886118,115.18249329968896,27.8,39.6,8.35,4.9,1.5,0.37,高盐度胁迫
SEA-OS-2862,OS,开阔大洋,28.439804724344263,122.8949645106945,18.0,30.8,7.87,6.8,1.4,0.52,酸化风险
SEA-CM-2863,CM,海草/海藻床,38.1478015638567,118.42546164990611,22.1,27.0,7.99,6.9,12.3,6.91,沉积物增加
SEA-EM-2864,EM,河口混合区,30.513470424077866,120.91880338545413,28.3,16.8,7.9,5.5,37.6,7.9,轻度富营养化
SEA-CM-2865,CM,海草/海藻床,39.51586086770327,119.46830573368506,18.4,27.0,8.43,6.6,20.8,8.22,碱化趋势
SEA-CM-2866,CM,海草/海藻床,39.68683208142312,119.06566448020963,21.3,33.4,8.55,7.0,6.0,10.76,碱化趋势
SEA-AF-2867,AF,人工渔场/养殖区,22.310377839157866,115.03638124910813,29.7,28.1,7.94,7.5,14.9,9.8,饵料生物减少
SEA-CM-2868,CM,海草/海藻床,38.477290023059915,118.36524981654829,24.4,30.2,7.98,8.1,11.5,7.71,沉积物增加
SEA-CM-2869,CM,海草/海藻床,38.80982652696225,118.29840654464702,24.2,28.5,8.29,7.2,3.6,5.86,沉积物增加
SEA-OS-2870,OS,开阔大洋,27.898780277296293,124.54220437659525,15.4,34.8,8.24,4.9,0.4,0.31,表层溶解氧波动
SEA-OS-2871,OS,开阔大洋,28.895005923164696,122.70896775144176,21.1,34.1,8.2,5.6,0.2,0.48,海水层化异常
SEA-EM-2872,EM,河口混合区,30.86182778687617,121.94613620240581,27.1,17.3,7.84,7.6,71.3,5.6,泥沙淤积严重
SEA-EM-2873,EM,河口混合区,30.747591249054345,120.66748966917473,20.7,35.3,7.87,6.9,53.3,10.11,水体浑浊
SEA-AF-2874,AF,人工渔场/养殖区,23.66007922793212,113.13062054783686,20.7,34.9,8.49,5.8,30.0,11.8,碱性过高
SEA-CM-2875,CM,海草/海藻床,39.89599759300132,118.69160587120379,18.8,31.0,8.46,7.2,13.8,5.79,碱化趋势
SEA-CM-2876,CM,海草/海藻床,38.75750992725695,119.34201483087638,17.1,33.3,8.31,7.0,10.6,9.89,底栖生物多样性降低
SEA-OS-2877,OS,开阔大洋,28.340905955724015,123.36333265092543,18.4,31.3,7.62,6.7,0.9,0.35,酸化风险
SEA-OS-2878,OS,开阔大洋,28.48119443659543,123.67163637024242,17.3,31.5,8.13,8.3,0.8,0.34,海水层化异常
SEA-AF-2879,AF,人工渔场/养殖区,21.767794477771908,114.42690425297258,21.9,23.4,7.02,3.4,23.2,0.44,鱼类缺氧危机
SEA-OS-2880,OS,开阔大洋,27.345725174571577,122.77358082162117,16.2,29.5,8.38,7.0,1.2,0.31,表层溶解氧波动
SEA-OS-2881,OS,开阔大洋,26.360561036463782,122.54993222915988,20.3,33.3,8.68,7.4,1.4,0.51,碱化趋势
SEA-OS-2882,OS,开阔大洋,27.77886464096604,122.02788469427017,21.4,35.6,8.41,6.2,0.1,0.27,碱化趋势
SEA-CM-2883,CM,海草/海藻床,39.764128789937864,118.71669501682088,20.8,34.0,8.15,6.7,8.6,6.03,沉积物增加
SEA-EM-2884,EM,河口混合区,30.043703986740937,121.57494691705311,21.0,21.6,7.45,6.5,68.6,10.61,泥沙淤积严重
SEA-AF-2885,AF,人工渔场/养殖区,22.81386581122604,114.3738784709952,21.9,29.3,7.9,4.7,38.6,12.26,鱼类缺氧危机
SEA-EM-2886,EM,河口混合区,30.830866116213706,121.3854136355669,26.7,17.3,8.41,6.2,31.3,4.05,碱化趋势
SEA-EM-2887,EM,河口混合区,31.624597761247884,121.33407974525718,20.6,16.1,7.0,7.7,40.4,11.25,酸化趋势
SEA-OS-2888,OS,开阔大洋,26.71494865284869,123.19933547278497,16.1,35.6,8.28,5.2,1.3,0.29,海水层化异常
SEA-EM-2889,EM,河口混合区,30.445292128923057,120.69371179127315,22.5,1.5,7.95,4.0,36.3,14.59,低盐胁迫
SEA-EM-2890,EM,河口混合区,30.868956323798677,121.33334850568767,22.9,19.3,7.76,6.9,68.0,5.58,泥沙淤积严重
SEA-EM-2891,EM,河口混合区,31.02807579974407,121.76869252756984,21.6,15.9,7.9,9.5,8.1,21.46,富营养化
SEA-EM-2892,EM,河口混合区,31.616014536753184,120.51616836262316,32.0,20.0,8.07,6.6,57.1,16.56,富营养化
SEA-AF-2893,AF,人工渔场/养殖区,22.781401998169894,114.80809736150859,33.1,32.9,8.06,3.2,19.5,20.79,鱼类缺氧危机
SEA-EM-2894,EM,河口混合区,31.39088033731842,120.78943716510247,25.0,22.1,7.96,6.1,58.0,10.93,水体浑浊
SEA-CM-2895,CM,海草/海藻床,39.758046103878705,118.51058174713063,22.2,27.9,7.63,4.6,1.5,1.36,海草缺氧胁迫
SEA-EM-2896,EM,河口混合区,30.90012028256755,121.49617437974355,18.8,20.2,7.32,6.9,35.1,0.0,酸化趋势
SEA-OS-2897,OS,开阔大洋,28.032285504203195,124.73096131542145,16.0,40.0,8.74,6.4,1.3,0.31,高盐度胁迫
SEA-EM-2898,EM,河口混合区,30.672892459545356,121.43125881492494,20.3,25.3,7.24,7.1,21.1,10.45,酸化趋势
SEA-AF-2899,AF,人工渔场/养殖区,22.17389568812224,115.43345069373672,25.8,27.2,8.41,4.0,16.4,13.96,鱼类缺氧危机
SEA-OS-2900,OS,开阔大洋,28.49209323830412,122.91015490985336,15.5,32.0,8.54,8.7,1.2,0.22,碱化趋势
SEA-EM-2901,EM,河口混合区,30.825796800061458,120.52456393372348,24.6,25.5,7.57,7.6,25.1,12.68,酸化趋势
SEA-CB-2902,CB,珊瑚礁海域,18.831689840365126,112.78820914099529,30.7,32.4,7.87,4.8,2.0,0.15,珊瑚白化风险
SEA-AF-2903,AF,人工渔场/养殖区,21.85808113437109,114.07004565162859,19.0,37.1,8.03,5.5,18.1,12.49,高盐度胁迫
SEA-AF-2904,AF,人工渔场/养殖区,23.4378734266125,114.21166784779356,23.3,26.6,8.01,6.7,36.4,4.81,饵料生物减少
SEA-CM-2905,CM,海草/海藻床,39.645509627181276,119.39707901181767,22.8,33.0,7.71,7.5,4.4,13.05,藻类过度生长
SEA-EM-2906,EM,河口混合区,30.086615220500118,120.991987213768,21.1,37.2,7.86,7.1,53.3,5.44,高盐度胁迫
SEA-EM-2907,EM,河口混合区,31.14177993756616,121.7675132007891,29.7,34.2,8.6,8.9,88.7,12.97,泥沙淤积严重
SEA-CM-2908,CM,海草/海藻床,39.107825603374295,118.39682826969273,18.3,33.8,8.13,9.6,7.9,5.34,海草覆盖率下降
SEA-AF-2909,AF,人工渔场/养殖区,21.454021161547868,115.17884080498777,24.6,29.2,7.53,6.8,20.3,12.3,酸化趋势
SEA-AF-2910,AF,人工渔场/养殖区,22.95459385468258,115.0146609840525,22.6,30.5,7.67,5.7,14.5,19.11,酸化趋势
SEA-OS-2911,OS,开阔大洋,28.76461037526108,123.94447671759183,16.4,39.2,9.0,6.6,1.5,0.24,高盐度胁迫
SEA-EM-2912,EM,河口混合区,30.35531200940669,120.12790922432187,26.7,17.7,7.62,6.4,59.5,4.34,酸化趋势
SEA-OS-2913,OS,开阔大洋,27.724785005977246,123.80105864317275,18.4,34.7,8.08,6.5,0.8,0.27,表层溶解氧波动
SEA-EM-2914,EM,河口混合区,30.80939261342893,120.82634168527838,19.4,25.5,7.09,5.9,7.5,12.76,酸化趋势
SEA-CB-2915,CB,珊瑚礁海域,16.579529048357617,110.03462039650422,32.8,40.0,8.3,6.1,2.8,0.66,高温胁迫
SEA-AF-2916,AF,人工渔场/养殖区,23.949756562801447,114.3128878874483,32.8,24.9,8.15,6.1,26.3,36.53,盐度过低
SEA-EM-2917,EM,河口混合区,30.55922154167735,121.43545405528499,20.0,13.9,7.67,4.5,73.1,6.11,泥沙淤积严重
SEA-OS-2918,OS,开阔大洋,26.35743201764237,122.91270419845029,21.5,36.8,7.99,6.6,0.3,0.14,初级生产力不足
